In Module,For Class,Method,Instance ID,Descendants,Descendant Methods IDs
Tools,People Analytics Configuration,People Analytics Configuration@ People Analytics Configuration(CT)*S,8$30479,"Instance@add New or Get Process Instance from parm(GSS)*P*S(public)[rsmb]

People Analytics Configuration@responds Tenant Analytics Options View- Conclusion Step(BUIR)[brmb]

Reference Index@process Common-Reference ID(PU)(public)[pumb]+PA",62$17014
Tools,User Activity Logging,User Activity Logging@ Download Document Request(CT)*S,8$30652,"Common Static Methods@responds /The task was completed su...- Conclusion Step(BUIR)*S(public)[brmb]

User Activity Logging@process Download Document Request(PU)*P*S[pumb]",62$1
Tools,Synchronization Definition,Synchronization Definition@ Edit Sync Definition Observer Usage Start(CT)*S,8$30774,Synchronization Definition@responds Edit Sync Definition Observer Usage Edit- Subsequent Step(BUIR)[brmb],62$17230
Tools,Synchronization Definition,Synchronization Definition@ Edit Sync Definition Observer Usage Edit(CT)*S,8$30775,"Synchronization Definition@process Edit Sync Definition Observer Usage Edit(PU)*P[pumb]

Synchronization Definition@responds Edit Sync Definition Observer Usage Edit- Conclusion Step(BUIR)[brmb]",62$17229
Tools,Data Scrambling Test Plan Config,Data Scrambling Test Plan Config@ Data Scrambling Test Plan Config Start(CT)*S,8$30813,Data Scrambling Test Plan Config@responds Data Scrambling Test Plan Config- Subsequent Step(BUIR)*S[brmb],62$17259
Tools,Task,Task@ Task Implementation Removed Start(CT)*S,8$31061,Task@responds /This task has been deprec...- Conclusion Step(BUIR)*S[brmb],62$17424
Tools,OMS API Temp Store,OMS API Temp Store@ Occurrences with Auto Replace Start(CT)*S,8$32135,OMS API Temp Store@responds Occurrences with Auto Replace End- Conclusion Step(BUIR)*S[brmb],62$18128
Tools,OMS API Temp Store,OMS API Temp Store@ CRFs with Auto Replace Start(CT)*S,8$32136,OMS API Temp Store@responds OMSAPI Occurrences CRFs End- Conclusion Step(BUIR)*S[brmb],62$18126
Tools,OMS API Temp Store,OMS API Temp Store@ OMSAPI Eff Moment Occurences Without Auto Replace(CT)*S,8$32137,OMS API Temp Store@responds Occurrences with Auto Replace End- Conclusion Step(BUIR)*S[brmb],62$18127
Tools,OMS API Temp Store,OMS API Temp Store@ OMS API CRFs without auto replace(CT)*S,8$32138,OMS API Temp Store@responds OMSAPI Occurrences CRFs End- Conclusion Step(BUIR)*S[brmb],62$18125
Tools,Abstract Sequence Generator,Abstract Sequence Generator@process Put Gapless Sequence Generator Request(PU),11$7641,Abstract Sequence Generator@ Abstract Sequence Generator /Abstract Sequence Generator Data / /Abstract Sequence Generator Subedit(PRU),
Tools,Condition Rule,Condition Rule@process Create External Link Rule Start(PU)*S,11$15353,External Link Rule Singleton@ External Link Rule Singleton /New Instance /Common(PRU)*S+???+PA,
Tools,Condition Rule,Condition Rule@process External Link Rule Data(PU),11$15421,"Condition Rule@ Condition Rule /Condition Rule Data WWS / /Common(PRU)+PA

External Link Rule Singleton@ External Link Rule Singleton /New Instance /Common(PRU)*S+???+PA",
Tools,WATS Settable Variable,WATS Settable Variable@process WATS Loop Variables Edit(PU),11$17006,WATS Settable Variable@ WATS Loop Variable /New Instance /Common(PRU)+PA,
Tools,Abstract Sequence Generator,Abstract Sequence Generator@process Abstract Sequence Generator Subedit(PU),11$21229,"Abstract Sequence Generator@ Abstract Sequence Generator /Instance /Common-Add references only(PRU)*P+???

Abstract Sequence Generator@ Abstract Sequence Generator /Instance /Common-Reference ID(PRU)*P+???

Abstract Sequence Generator@set (native) Low Volume(US)*P[eumb]+???

Abstract Sequence Generator@set (native) Sequence Last DateTime(US)*P[eumb]

Abstract Sequence Generator@set (native) Sequence Last Number(US)*P[eumb]",
Tools,WATS Settable Variable,WATS Settable Variable@process WATS Loop Variable With Bulk Subedit(PU),11$21634,WATS Settable Variable@ WATS Loop Variable /New Instance /Common(PRU)+PA,
Tools,Enumerated Property Override Representation,Enumerated Property Override Representation@process(PU),11$21883,"EMS Publishable Entity@Republish Environment Version Node(US)*P*S[eumb]+PA

Enumerated Property Override Representation@ Enumerated EMS Property Override /Enumerated EMS Property Override /Common(PRU)+PA",
Tools,WATS Task Template,WATS Task Template@process Copy WATS Task Template Start(PU),11$22156,"WATS Task Template@ WATS Task Template /Instance /Common(PRU)+PA

WATS Task Template@ WATS Task Template /Instance /Copy Instance Data(PRU)",
Tools,Synchronization Definition,Synchronization Definition@process Synchronization Definition Syncing (Private)(PU),11$22680,Synchronization Definition@ Synchronization Field /Synchronization Fields for Syncing where Persisted Value NOT Equal to Derived Value from Synchronization Definition /Instance Syncing (Private)(PRU)*P,
Tools,Synchronization Field,Synchronization Field@process Instance Syncing (Private)(PU),11$22681,Synchronization Field@ Instance /Instance /assigns instances / value(PRU)*P+PA,
Tools,Synchronization Definition,Synchronization Definition@process Synchronization Definition CP(PU),11$22682,"Instance@Automatic Assignment(US)(public)[eumb]

Synchronization Definition@ Synchronization Field /Synchronization Field Edit /Synchronization Definition.has Synchronization Field /Common(PRU)

Synchronization Definition@ Synchronization Listener /Synchronization Listener Subedit /Synchronization Definition.has Synchronization Listener /Common(PRU)",
Tools,Faceted Range Group,Faceted Range Group@process Create Facet Range Group Start(PU),11$22877,"Faceted Range Group@assigns Faceted Range Group.owned by System User-Instance@get System User for Instance Creator(GRS)(public)[rsmb](AR)[eumb]

Faceted Range Group@assigns Faceted Range Group (All).has Business Object-Business Object(AR)[eumb]+???

Faceted Range Group@assigns Faceted Range Group (All).is of type Faceted Range Group Type-Faceted Range Group Type(AR)[eumb]

Instance@Automatic Assignment(US)(public)[eumb]",
Tools,Faceted Range Group (Workday Owned),Faceted Range Group (Workday Owned)@process Create Facet Range Group Start (Workday Owned)(PU),11$22878,"Faceted Range Group (Workday Owned)@assigns Faceted Range Group (All).has Business Object-Business Object(AR)[eumb]+???

Faceted Range Group (Workday Owned)@assigns Faceted Range Group (All).is of type Faceted Range Group Type-Faceted Range Group Type(AR)[eumb]

Instance@Automatic Assignment(US)(public)[eumb]",
Tools,WATS Case Variable Assignment,WATS Case Variable Assignment@process Add Input And Output Variables Subedit(PU)*P*S,11$24617,"WATS Case Variable Assignment@ Create Input Variables(PRU)*P*S

WATS Case Variable Assignment@ Create Output Variables(PRU)*P*S",
Tools,WATS Settable Variable,WATS Settable Variable@process Add Input Direct RL(PU),11$24618,WATS Settable Variable@assigns WATS Settable Variable.is direct input variable for WATS Case-WATS Case(AR)[eumb]+???,
Tools,WATS Settable Variable,WATS Settable Variable@process Add Input And Output Variables Subedit(PU),11$24619,"WATS Settable Variable@assigns WATS Settable Variable.is direct output variable for WATS Case-WATS Case(AR)[eumb]+???

WATS Settable Variable@ WATS Input And Output Variable /New Instance /Common(PRU)*P+???+PA",
Tools,Faceted Range Group,Faceted Range Group@process Put Facet Range Group Request(PU),11$25025,Faceted Range Group@ Faceted Range Group /Facet Range Group Data / /Facet Range Group Data --AUTO--(PRU),
Tools,Faceted Range Group,Faceted Range Group@process Facet Range Group Data(PU),11$25026,"Faceted Range Group@ Faceted Range Group /Facet Hierarchy Data / /Common(PRU)

Faceted Range Group@ Faceted Search Range /Faceted Range Group (All).has Faceted Search Range (All) /Common-Delete(PRU)

Faceted Range Group@ Faceted Search Range /Faceted Range Group (All).has optional (km) Faceted Search Range (All) /Common-Delete(PRU)

Faceted Range Group@ Faceted Search Range /Faceted Search Range Data (km) / /process faceted search ranges(PRU)+PA

Faceted Range Group@ Faceted Search Range /Facet Search Range Data / /process faceted search ranges(PRU)+PA

Instance@Automatic Assignment(US)(public)[eumb]",
Tools,Faceted Search Range,Faceted Search Range@process process faceted search ranges(PU),11$25027,Instance@Automatic Assignment(US)(public)[eumb],
Tools,OMS Test Base Language,OMS Test Base Language@process OMS Test Update Instance Base Language(PU)*S,11$25958,User Language@update Base Language for Instance(US)*P*S[eumb]+PA,
Tools,OMS Test Base Language,OMS Test Base Language@process OMS Test Delete Instance(PU),11$25959,"Instance@delete Instance(US)(public)[eumb]+???

Instance@purge (development-use only)(US)[eumb]+???",
Tools,Test Async Correlation Instance,Test Async Correlation Instance@process Test Print Report Start(PU)*P,11$26863,Test Async Correlation Instance@ spawn:Test Print Message(SIM)[eumb]+PA,
Tools,Method XO Doc,Method XO Doc@process Add XO Doc to Method(PU),11$27833,"Instance@Automatic Assignment(US)(public)[eumb]

Method XO Doc@ Method XO Doc Parm Line /New Instance /Add XO Doc Lines (parm workdata) to XO Doc(PRU)+???+PA",
Tools,Method XO Doc Parm Line,Method XO Doc Parm Line@process Add XO Doc Lines (parm workdata) to XO Doc(PU),11$27834,"Instance@Automatic Assignment(US)(public)[eumb]

Method XO Doc Parm Line@ Method XO Doc Parm Line /New Instance /Add XO Doc Lines (parm workdata) to XO Doc(PRU)+???",
Tools,Exception Evaluation Request,Exception Evaluation Request@process Exception Evaluation Request Initiating Element(PU),11$28221,"Exception Evaluation Request@ Exception Evaluation Request /Exception Evaluation Request /Create Concurrent Job Runtime and Launch Evaluation job(PRU)*P+PA

Instance@process Common(PU)(public)[pumb]",
Tools,OMS Test Base Language,OMS Test Base Language@process 0: Set Base Language Seed Instance Test(PU)*P,11$28750,"Instance@Automatic Assignment(US)(public)[eumb]

User Language@update Base Language for Instance(US)*P*S[eumb]+PA",
Tools,OMS Test Base Language,OMS Test Base Language@process 0: Set Base Language Entry Moment Test(PU),11$28751,User Language@update Base Language for Instance(US)*P*S[eumb]+PA,
Tools,Exception Evaluation Request,Exception Evaluation Request@process Create Concurrent Job Runtime and Launch Evaluation job(PU),11$29023,"Exception Evaluation Request@ Concurrent Job Runtime /Concurrent Job Runtime /Common Assign One Way Relationship(PRU)+PA

Exception Evaluation Request@ Concurrent Job Runtime /Exception Evaluation Record.has Concurrent Job Runtime /Execute Concurrent Job Runtime(PRU)+PA",
Tools,WATS Settable Variable,WATS Settable Variable@process Class Report Field WATS Subedit(PU),11$30519,WATS Settable Variable@assigns WATS Settable Variable.is direct input variable for WATS Case-WATS Case [Singular](AR)[eumb],
Tools,WATS Settable Variable,WATS Settable Variable@process WATS Settable Variable as New Input Variable(PU)*P,11$30807,"WATS Settable Variable@assigns WATS Settable Variable.is direct input variable for WATS Case-WATS Case(AR)[eumb]+???

WATS Settable Variable@ Set WATS Settable Variable as New WATS Input Variable for Case Parm(PRU)*P+???+PA",
Tools,WATS Settable Variable,WATS Settable Variable@process WATS Settable Variable as New Output Variable(PU)*P,11$30808,"WATS Settable Variable@assigns WATS Settable Variable.is direct output variable for WATS Case-WATS Case(AR)[eumb]+???

WATS Settable Variable@ Set WATS Settable Variable as New WATS Ouput Variable for Case Parm(PRU)*P+???+PA",
Tools,WATS Settable Variable,WATS Settable Variable@process Add WATS Exposed Field(PU),11$31474,WATS Settable Variable@ WATS Exposed Field /New Instance /Common(PRU)*P+PA,
Tools,WATS Case Variable Assignment,WATS Case Variable Assignment@process WATS Input Variable Edit(PU),11$31743,"Instance@process Common(PU)(public)[pumb]+???

Instance@process Delete WATS Input And Output Variable Instance When No Additional Data is Present(PU)(public)[pumb]+???

WATS Settable Variable@assigns WATS Settable Variable.is direct input variable for WATS Case-WATS Input And Output Variable.is input for WATS Case(AR)[eumb]+???

WATS Settable Variable@assigns WATS Settable Variable.is direct input variable for WATS Case-WATS Input And Output Variable.is input for WATS Case(AR)[eumb]+???",
Tools,WATS Case Variable Assignment,WATS Case Variable Assignment@process WATS Output Variable Edit(PU),11$31746,"Instance@process Common(PU)(public)[pumb]+???

Instance@process Delete WATS Input And Output Variable Instance When No Additional Data is Present(PU)(public)[pumb]+???

WATS Settable Variable@assigns WATS Settable Variable.is direct output variable for WATS Case-WATS Input And Output Variable.is output for WATS Case(AR)[eumb]+???

WATS Settable Variable@assigns WATS Settable Variable.is direct output variable for WATS Case-WATS Input And Output Variable.is output for WATS Case(AR)[eumb]+???",
Tools,WATS Case Variable Assignment,WATS Case Variable Assignment@process(PU),11$31747,"Instance@process Common-Delete(PU)(public)[pumb]+???

WATS Settable Variable@assigns WATS Settable Variable.is direct input variable for WATS Case-WATS Case(AR)[eumb]+???",
Tools,WATS Case Variable Assignment,WATS Case Variable Assignment@process(PU),11$31748,"Instance@process Common-Delete(PU)(public)[pumb]+???

WATS Settable Variable@assigns WATS Settable Variable.is direct output variable for WATS Case-WATS Case(AR)[eumb]+???",
Tools,WATS Case Variable Assignment,WATS Case Variable Assignment@process Add Input And Output Variables Subedit(PU)*S,11$31837,"WATS Case@ WATS Input And Output Variable /Wats Output Variable Fancy Line objects for Delete /Common-Delete(PRU)*P*S

WATS Case Variable Assignment@ Delete Input Variables(PRU)*P*S

WATS Case Variable Assignment@ Delete Output Variables(PRU)*P*S",
Tools,WATS Settable Variable,WATS Settable Variable@process Delete Input Direct RL(PU)*P,11$31838,WATS Settable Variable@assigns WATS Settable Variable.is direct input variable for WATS Case-WATS Case(AR)[eumb]+???,
Tools,WATS Settable Variable,WATS Settable Variable@process Add Input And Output Variables Subedit(PU)*P,11$31839,WATS Settable Variable@assigns WATS Settable Variable.is direct output variable for WATS Case-WATS Case(AR)[eumb]+???,
Tools,WATS Settable Variable,WATS Settable Variable@process WATS Loop Variables Edit(PU)*P,11$32185,WATS Settable Variable@ WATS Loop Variable /New Instance /Common(PRU)+PA,
Tools,Tenant Export File,Tenant Export File@process Restore Tenant Request(PU),11$32849,Tenant Export File@(US)*P[eumb],
Tools,XO Documentable,XO Documentable@process Bulk Create/Edit XO Doc edit(PU)*S,11$32931,"XO Documentable@ Method /Method XO Doc Inline Edit / /Method XO Doc Inline Edit(PRU)*S

XO Documentable@ Simple XO Documentable /Simple XO Documentable Inline Edit / /Simple XO Documentable Inline Edit(PRU)*S",
Tools,Simple XO Documentable,Simple XO Documentable@process Simple XO Documentable Inline Edit(PU)*P*S,11$32932,Simple XO Documentable@ Simple XO Doc /New or Get Process Instance from parm /Common(PRU)*P*S+PA,
Tools,Method XO Doc,Method XO Doc@process Method XO Doc Inline Edit(PU)*P,11$32934,"Instance@Automatic Assignment(US)(public)[eumb]

Method XO Doc@ Method XO Doc Parm Line /XO Doc Line View /Method XO Doc.has Method XO Doc Parm Line /Common(PRU)",
Tools,WATS Task Template,WATS Task Template@process Convert Auto ID WATS Template(PU),11$33288,WATS Task Template@ WATS Task Element Content /Convert Auto ID WATS Task Element Content / /Common --AUTO--(PRU),
Tools,Method XO Doc,Method XO Doc@process Sync Method XO Doc Parms(PU),11$33442,Method XO Doc@ Method XO Doc Parm Line /XO Doc Line View / /XO Doc Line View(PRU)*P,
Tools,Method XO Doc Parm Line,Method XO Doc Parm Line@process XO Doc Line View(PU)*P*S,11$33443,"Instance@process Delete XO Doc Line if Work Data Not Parm for Method(PU)*S(public)[pumb]+???+PA

Method XO Doc Parm Line@ Method XO Doc Parm Line /New Instance /Automatic Assignment Only(PRU)*P*S+???+PA",
Tools,Method XO Doc,Method XO Doc@process Method XO Doc View(PU),11$33573,"Instance@process Common(PU)(public)[pumb]

XO Doc@ See Also Item /See Also Item subedit /XO Doc.has See Also Item /Automatic Assignment Only(PRU)",
Tools,WATS Settable Variable,WATS Settable Variable@process Convert PNP Boolean start(PU),11$34239,"WATS Settable Variable@assigns WATS Settable Variable.is direct output variable for WATS Case-WATS Scenario(AR)[eumb]

WATS Settable Variable@ WATS Input And Output Variable /New Instance /Common(PRU)+PA",
Tools,WATS Settable Variable,WATS Settable Variable@process Convert PNP Boolean start(PU),11$34240,"WATS Settable Variable@assigns WATS Settable Variable.is direct input variable for WATS Case-WATS Scenario(AR)[eumb]

WATS Settable Variable@ WATS Input And Output Variable /New Instance /Common(PRU)+PA",
Tools,WATS Settable Variable,WATS Settable Variable@process Create WATS Test for Task Start(PU),11$34249,WATS Settable Variable@ Create a Set Var Data for a Settable Var.(PRU)+PA,
Tools,Exception Evaluation Partition (Derived),Exception Evaluation Partition (Derived)@process Failed Exc Eval Partitions(PU)*P,11$34862,Exception Evaluation Partition (Derived)@ Exception Evaluation Result /Exception Eval Results for Parm /Exception Failed(PRU)*P+PA,
Tools,Search Criteria,Search Criteria@process Dynamic Pool Faceted Query Request Selection(PU)(public),11$35866,"Search Criteria@ Condition Item /Faceted Query Request Selection / /Common(PRU)+PA

Search Criteria@ GeoLocation Saved Search Data /Faceted Query Request Selection / /Common(PRU)*P",
Tools,Stampable,Stampable@process set to manual stamp start(PU),11$37556,Stampable@assigns Stampable.enabled in production for OMS Version-Stampable@get Real Initial OMS Prod Version(SSC)[rsmb](AR)[eumb],
Tools,OxS Service Whitelist,OxS Service Whitelist@process Tasks not associated with Whitelists(PU),11$37834,"Instance@Automatic Assignment(US)(public)[eumb]

OxS Service Whitelist@ Distributed Update Whitelist /New Instance /Automatic Assignment Only(PRU)*P*S+???+PA",
Tools,OxS Service Whitelist,OxS Service Whitelist@process Reduce Whitelists Start(PU),11$37836,"OxS Service Whitelist@assigns OxS Service Whitelist.whitelists task of ORS Whitelist Behavior-ORS Whitelist Behavior [Nonsingular](AR)[eumb]+PA

OxS Service Whitelist@delete OxS Whitelist(PRU)*P*S",
Tools,Distributed Update Whitelist,Distributed Update Whitelist@process Reduce Whitelists Start(PU)*P,11$37837,"Distributed Update Whitelist@assigns Distributed Update Whitelist.has whitelisted ORS Whitelist Behavior-ORS Whitelist Behavior [Nonsingular](AR)[eumb]+PA

Distributed Update Whitelist@delete Distributed Update Whitelist from parm(PRU)*P*S",
Tools,,(implements for Method XO Doc) XO Doc@process Sync Auto Generated XO Doc Parms(PU)*O,11$42550,Method XO Doc@ Work Data /Parms for Method Parm /XO Doc Line View(PRU)*P+PA,
Tools,WATS Settable Variable,WATS Settable Variable@process Create Post WATS Set Variable for Task Replacement Init(PU)*P,11$44493,WATS Settable Variable@ WATS Set Variable Data /New Instance /Common(PRU)*P+PA,
Tools,Class Report Field,Class Report Field@process OMS API Temp Store(PU)*P,11$45150,OMS API Temp Store@ OMS API Temp Store /OMS API Temp Store /(PRU)*S+PA,
Tools,OMS API Temp Store Dynamic,OMS API Temp Store Dynamic@process persist OMS API Temp Store(PU)*P,11$45157,OMS API Temp Store Dynamic@ OMS API Temp Store /New Instance /Common(PRU)*P*S+PA,
Tools,OMS API Temp Store,OMS API Temp Store@process(PU)*P,11$45161,OMS API Temp Store@assigns OMS API Temp Store.holds CRFs Instance-Class Report Field(AR)[eumb],
Tools,Method XO Doc,Method XO Doc@process Synch XO Method parms(PU)*P*S,11$45681,Method XO Doc@ Work Data /Parms for Method Parm /XO Doc Line View(PRU)*P*S+PA,
Tools,Data Fetch Opt In,Data Fetch Opt In@process Innovation Service Data Selection Opt In Edit(PU)*S,11$47111,"Background Future Process (Workday Owned)@reconcile Metadata Triggers IS Data Fetch(PU)*P*S(public)[pumb]+PA

Innovation Services Module@ Innovation Services Module /Innovation Service Module Detail Edit / /Innovation Service Module Detail Edit(PRU)*S",
Tools,Innovation Services Module,Innovation Services Module@process Innovation Services Module CP(PU),11$47113,"Innovation Services Module@ Data Collection Specification /Data Collection Specification /Innovation Services Module.has Data Collection Specification /Automatic Assignment Only(PRU)

Instance@process Automatic Assignment Only(PU)(public)[pumb]",
Tools,Innovation Services Module,Innovation Services Module@process Innovation Service Module Detail Edit(PU),11$47114,Innovation Services Module@ Data Collection Specification /Innovation Service Module Detail Subedit / /Innovation Service Module Detail Subedit(PRU),
Tools,User Activity Logging,User Activity Logging@process Download Document Request(PU)*P*S,11$48082,User Activity Logging@track Download Document(US)*P*S[eumb]+???,
Tools,Synchronization Listener,Synchronization Listener@process Sync Listener Observer Usage Edit(PU)*P,11$48489,"Instance@process Automatic Assignment Only(PU)(public)[pumb]

Synchronization Listener@ Synchronization Listener Observer Enabler /Sync Listener Observer Usage Subedit / /Automatic Assignment Only(PRU)",
Tools,Synchronization Definition,Synchronization Definition@process Edit Sync Definition Observer Usage Edit(PU)*P,11$48490,Synchronization Definition@ Synchronization Listener /Sync Listener Observer Usage Edit / /Sync Listener Observer Usage Edit(PRU),
Tools,Element Instance,Element Instance@process Add Relationship(PU),11$49235,Element Instance@ Relationship /relationship add pair / /relationship add pair(PRU)+PA,
Tools,Element Instance,Element Instance@process Create Relationship(PU)*P,11$49237,Element Instance@process Add Relationship(PU)[pumb],
Tools,Deprecatable Metadata,Deprecatable Metadata@process Clean Up Deprecated Metadata Confirmation(PU)*P,11$49321,"Deprecatable Metadata@process Deprecated Metadata Cleanup(PU)*(abstract)[pumb]

Instance@process Common(PU)(public)[pumb]

Metadata Instance@assigns Metadata Instance.part of Module from Module [Singular] IF present-Module(AR)[eumb]+???+PA",
Tools,Element Instance,Element Instance@process(PU),11$49340,Element Instance@ Attribute /Generate Card Definition Attributes /Add Attribute to Class(PRU)+PA,
Tools,Abstract Sequence Generator,Abstract Sequence Generator@get Sequence Start Number(GA),12$498,,
Tools,Abstract Sequence Generator,Abstract Sequence Generator@get Sequence Increment(GA),12$499,,
Tools,Abstract Sequence Generator,Abstract Sequence Generator@get Sequence Name(GA),12$500,,
Tools,Abstract Sequence Generator,Abstract Sequence Generator@get Sequence Format(GA),12$502,,
Tools,Abstract Sequence Generator,Abstract Sequence Generator@get Sequence Padding(GA),12$513,,
Tools,XORC Breakpoint,XORC Breakpoint@get Enabled(GA),12$17528,,
Tools,Faceted Search Range (All),Faceted Search Range (All)@get Faceted Range Name(GA)*O,12$17679,,
Tools,Faceted Search Range (All),Faceted Search Range (All)@get Faceted Range Start(GA),12$17680,,
Tools,Faceted Search Range (All),Faceted Search Range (All)@get Faceted Range End(GA),12$17681,,
Tools,WATS Task Template,WATS Task Template@get Name(GA),12$17814,,
Tools,WATS Task Template,WATS Task Template@get Private Template(GA),12$17938,,
Tools,Enumerated Property Override Representation,Enumerated Property Override Representation@get Override Enum Instance WIDs(GA)*O,12$18170,,
Tools,DA_WatsStoreVar_WATS,DA_WatsStoreVar_WATS@get Da_Wats_Container(GA),12$18926,,
Tools,XoCo (XpressO Coverage) Method Type (Derived),XoCo (XpressO Coverage) Method Type (Derived)@get Method Type Name(GA),12$18928,,
Tools,Method XO Doc,Method XO Doc@get Return Description(GA),12$19227,,
Tools,Method XO Doc Parm Line,Method XO Doc Parm Line@get Description(GA),12$19228,,
Tools,Faceted Search Range (All),Faceted Search Range (All)@get Order(GA),12$19552,,
Tools,Faceted Range Group Type,Faceted Range Group Type@get Name(GA)*O,12$19622,,
Tools,Contact Layout Type,Contact Layout Type@get Name(GA)*O,12$19951,,
Tools,XoCo (XpressO Coverage) Tracking Target,XoCo (XpressO Coverage) Tracking Target@get Type of Coverage(GA),12$19959,,
Tools,XoCo (XpressO Coverage) Dashboard Application Suite,XoCo (XpressO Coverage) Dashboard Application Suite@get Name(GA),12$19960,,
Tools,XoCo (XpressO Coverage) Template,XoCo (XpressO Coverage) Template@get Name(GA),12$19961,,
Tools,XoCo (XpressO Coverage) Template,XoCo (XpressO Coverage) Template@get Destination URL(GA),12$19962,,
Tools,XoCo (XpressO Coverage) Template,XoCo (XpressO Coverage) Template@get Active(GA),12$19963,,
Tools,XoCo (XpressO Coverage) Result (Derived),XoCo (XpressO Coverage) Result (Derived)@get Public Executed(GA),12$19964,,
Tools,XoCo (XpressO Coverage) Result (Derived),XoCo (XpressO Coverage) Result (Derived)@get Public Not Executed(GA),12$19965,,
Tools,XoCo (XpressO Coverage) Result (Derived),XoCo (XpressO Coverage) Result (Derived)@get Module Executed(GA),12$19966,,
Tools,XoCo (XpressO Coverage) Result (Derived),XoCo (XpressO Coverage) Result (Derived)@get Module Not Executed(GA),12$19967,,
Tools,XoCo (XpressO Coverage) Result (Derived),XoCo (XpressO Coverage) Result (Derived)@get Class Executed(GA),12$19968,,
Tools,XoCo (XpressO Coverage) Result (Derived),XoCo (XpressO Coverage) Result (Derived)@get Class Not Executed(GA),12$19969,,
Tools,XoCo (XpressO Coverage) Result (Derived),XoCo (XpressO Coverage) Result (Derived)@get Undefined Method Access Executed(GA),12$19970,,
Tools,XoCo (XpressO Coverage) Result (Derived),XoCo (XpressO Coverage) Result (Derived)@get Undefined Method Access Not Executed(GA),12$19971,,
Tools,XoCo (XpressO Coverage) Template,XoCo (XpressO Coverage) Template@get Application Name(GA),12$19972,,
Tools,XoCo (XpressO Coverage) Result,XoCo (XpressO Coverage) Result@get Class Executed(GA),12$19973,,
Tools,XoCo (XpressO Coverage) Result,XoCo (XpressO Coverage) Result@get Class Not Executed(GA),12$19974,,
Tools,XoCo (XpressO Coverage) Result,XoCo (XpressO Coverage) Result@get Module Executed(GA),12$19975,,
Tools,XoCo (XpressO Coverage) Result,XoCo (XpressO Coverage) Result@get Module Not Executed(GA),12$19976,,
Tools,XoCo (XpressO Coverage) Result,XoCo (XpressO Coverage) Result@get Public Executed(GA),12$19977,,
Tools,XoCo (XpressO Coverage) Result,XoCo (XpressO Coverage) Result@get Public Not Executed(GA),12$19978,,
Tools,XoCo (XpressO Coverage) Result,XoCo (XpressO Coverage) Result@get Undefined Method Access Executed(GA),12$19979,,
Tools,XoCo (XpressO Coverage) Result,XoCo (XpressO Coverage) Result@get Undefined Method Access Not Executed(GA),12$19980,,
Tools,XoCo (XpressO Coverage) Template,XoCo (XpressO Coverage) Template@get Application Abbreviated Name(GA),12$19981,,
Tools,Data Flow Function,Data Flow Function@get Name(GA)*O,12$20016,,
Tools,Output Field Mapping,Output Field Mapping@get Automatic Order(GA),12$20026,,
Tools,Faceted Range Group Precision,Faceted Range Group Precision@get Facet Group Precision Value(GA),12$20289,,
Tools,Audit Report Summary Entry,Audit Report Summary Entry@get Entry Label Text(GA)*O,12$20300,,
Tools,Audit Report Summary Entry,Audit Report Summary Entry@get Entry Order Text(GA),12$20301,,
Tools,Class Instance Set Partition (Derived),Class Instance Set Partition (Derived)@get From Instance Nbr(GA),12$22209,,
Tools,Class Instance Set Partition (Derived),Class Instance Set Partition (Derived)@get To Instance Nbr(GA),12$22210,,
Tools,OMS Test Base Language,OMS Test Base Language@get Test Attribute(GA),12$22256,,
Tools,Localized Label Mapping,Localized Label Mapping@get Order(GA),12$22926,,
Tools,Iterative Set Op Context,Iterative Set Op Context@get Last Iteration(GA),12$23435,,
Tools,Async Transition Launch,Async Transition Launch@get Name Override(GA),12$23526,,
Tools,UI Test - Worker Time Block,UI Test - Worker Time Block@get Time Block Reported Time In(GA),12$23619,,
Tools,UI Test - Worker Time Block,UI Test - Worker Time Block@get Time Block Reported Time Out(GA),12$23620,,
Tools,UI Test - Worker Time Block,UI Test - Worker Time Block@get Time Block Reported Quantity(GA),12$23621,,
Tools,UI Test - Worker Time Block,UI Test - Worker Time Block@get Time Block Date(GA),12$23622,,
Tools,UI Test - Worker Time Block,UI Test - Worker Time Block@get Time Block Calculated Time Out(GA),12$23623,,
Tools,Jira Project,Jira Project@get Jira Project ID(GA)*O,12$23897,,
Tools,Tenant Encryption Key,Tenant Encryption Key@get Data Encryption Key For Tenant(GA),12$23918,,
Tools,Tenant Encryption Key,Tenant Encryption Key@get Tenant Encryption Key Id(GA),12$23919,,
Tools,Tenant Encryption Key,Tenant Encryption Key@get Active Key(GA),12$23920,,
Tools,Revision Enumeration,Revision Enumeration@get Name(GA),12$24613,,
Tools,Element Content Work Data,Element Content Work Data@get Attribute Value(GA)(public),12$25539,,
Tools,Test EOP Helper,Test EOP Helper@get Test Text(GA),12$25540,,
Tools,Filter Elements,Filter Elements@get Inverse(GA),12$25541,,
Tools,Get Element Op Selection,Get Element Op Selection@get Name(GA),12$25542,,
Tools,Get Related Element Selection,Get Related Element Selection@get Name(GA),12$25644,,
Tools,Test EOP Helper,Test EOP Helper@get Test Date (Milliseconds)(GA),12$25771,,
Tools,Filter by Method Op Tester,Filter by Method Op Tester@get Boolean(GA),12$25847,,
Tools,OMS Test Base Language,OMS Test Base Language@get Created from Conversion(GA),12$25885,,
Tools,OMS Test Base Language,OMS Test Base Language@get Use as Seed Instance(GA),12$25886,,
