For Class,Method,Ascendants,Ascendant IDs,Descendants,Descendants IDs,Instance ID
Worker Time Block,Worker Time Block@get Billable WTB - exclude do not bill(SS)*P*S(public),"Worker Time Block@get Billable WTB - exclude do not bill(SS)*P*S(public)[rsmb]+PA

Worker Time Block@get Billable WTB - exclude do not bill(SS)*P*S(public)[rsmb]+PA","87$614563,87$614567",Worker Time@is Billing Recommendation(CS)*P*S(public)[ramb]+PA,86$273541,19$133065
Worker Time Block,Worker Time Block@get Calculated In/Out Worker Time Blocks(SS)*P*S,"Worker Time Block@get Calculated In/Out Worker Time Blocks(SS)*P*S[rsmb]

Worker Time Block@get Calculated In/Out  Worker Time Blocks from Derived_WTBV(SS)*P*S[rsmb]+PA","87$619795,87$619796","Worker Time Block@get Time Block Calculated Time In(GA)

Worker Time Block@get Time Block Calculated Time Out(GA)","12$12455,12$12456",19$133813
Worker Time Block,Worker Time Block@get Not Deleted and Reported Worker Time Blocks(SS)*P*S,"Worker Time Block@get Not Deleted and Reported Worker Time Blocks(SS)*P*S[rsmb]

Worker Time Block@get Not Deleted and Reported Worker Time Blocks for Calculations(SS)*P*S[rsmb]+PA","87$620770,87$620789","Worker Time@get Time Block Deleted(GA)

Worker Time Block@is Reported Time(EBE)(public)[ramb]","12$11509,86$185901",19$133960
Worker Time Block,Worker Time Block@get Modified By WTBs from WTBs parm(SS)*P*S,"Worker Time Block@get Modified By WTBs for PTFE Job(SS)*P*S[rsmb]+PA

Worker Time Block@get Modified By WTBs from WTBs parm(SS)*P*S[rsmb]","87$621985,87$621987",Worker Time Block@is Modified By WTB(EC)[ramb],86$519553,19$134155
Worker Time Block,Worker Time Block@get Modifies Worker Time Block(SS),"Worker Time Block@get Modifies Worker Time Block(SS)[rsmb]

Worker Time Block@get Modifies Worker Time Block if Processable Reported Time Block Made through Web Service(SS)[rsmb]+???","87$659028,87$621989",Worker Time Block@get Worker Time Block.modifies Worker Time Block(GR),207$65560,19$134156
Worker Time Block,Worker Time Block@get Worker Coordinated Time Blocks Filtered by TTSO(SS)*P*S,"Worker Time Block@get Worker Coordinated Time Blocks Filtered by TTSO(SS)*P*S[rsmb]

Worker Time Block@get Worker Coordinated Time Blocks Filtered by TTSO as Bill(SS)*P*S[rsmb]+PA

Worker Time Block@get Worker Coordinated Time Blocks Filtered by TTSO as Do Not Bill(SS)*P*S[rsmb]+PA","87$622454,87$622460,87$622463",Worker Time@is WCTB Billable Or Non-Billable(EBE)*P[ramb],86$519869,19$134231
Worker Time Block,Worker Time Block@get WTB Grouping Dimensions for Accounting Worktag Types(SS)*P(public),"Worker Time Block@get WTB Grouping Dimensions for Accounting Worktag Types(SS)*P(public)[rsmb]

Worker Time Block@get WTB Grouping Dimensions for Accounting Worktag Types specified by Labor Cost Configuration(SS)*P(public)[rsmb]+PA","87$624130,87$624105","Billable Transaction@get Project Plan Phase for Worker Time Block if Selected as Summarization Criteria(GRS)*P*S(public)[rsmb]+???+PA

Employment@get Effective Position for Worker Time Block if Selected as Summarization Criteria(GRS)*P*S(public)[rsmb]+???+PA

Time Tracking Taggable@get Time Tags for Time Tracking Taggable for Worktag Types(GRS)*P*S[rsmb]+PA

Worker Time@get Project Plan Task for Worker Time Block if Selected as Summarization Criteria(GR)[rsmb]+???

Worker Time@get Worker for Worker Time Block if Selected as Summarization Criteria(GR)[rsmb]+???

Worker Time Block@get Project for WTB if Grouped by Project, or if Phase and Task is empty(SSC)*P*S(public)[rsmb]+PA","87$631957,87$439142,87$625527,87$625513,87$625514,87$625533",19$134467
Worker Time Block,Worker Time Block@get Worker Time Blocks for Date Range excl Deleted(SS)*P*S,"Worker Time Block@get Worker Time Block Selections for Date Range excl Deleted(SS)*P*S[rsmb]+PA

Worker Time Block@get Worker Time Blocks for Date Range excl Deleted(SS)*P*S[rsmb]","87$629064,87$629080","Common Date@is Time Block Date in between Date Range(EBE)*P*S(public)[ramb]+PA

Worker Time@get Time Block Deleted(GA)","86$133042,12$11509",19$135154
Worker Time Block,Worker Time Block@get Reported Blocks Start within Range(SS)*P*S,Worker Time Block@get Reported Blocks Start within Range(SS)*P*S[rsmb],87$633790,"Worker Coordinated Time Block@does In Block start within Calculation Period(EBE)*P[ramb]+???+PA

Worker Coordinated Time Block@get Time Block Reported Time In(GA)","12$12320,86$529710",19$135745
Worker Time Block,Worker Time Block@get Worker Time Blocks if Break Blocks(SS)*P*S,"Worker Time Block@get System Break Blocks from Derived_WTBs of Worker Time Block Group(SS)*P*S[rsmb]+PA

Worker Time Block@get Worker Time Blocks if Break Blocks(SS)*P*S[rsmb]","87$634556,87$634559",Worker Time Block@get Is Break Time Block(GA),12$10778,19$135814
Worker Time Block,Worker Time Block@get other Modified by WTBs with delete flag for this Modified by WTB(SS),Worker Time Block@get other Modified by WTBs with delete flag for this Modified by WTB(SS)[rsmb],87$639382,"Worker Time@get Time Block Deleted(GA)

Worker Time Block@get All Modified by WTBs for this Modified by WTB(GRS)[rsmb]","12$11509,87$639383",19$136401
Worker Time Block,Worker Time Block@get Reported Time Batch Event for Worker Time Block(SS),"Worker Time Block@get Reported Time Batch Event for Worker Time Block(SS)[rsmb]

Worker Time Block@get Reported Time Batch Event for Worker Time Block as of Create Moment(SS)[rsmb]+TM","87$642043,87$642044",Worker Time Block@get Worker Time Block.is processed by Reported Time Batch Event(GR),207$29149,19$136801
Worker Time Block,Worker Time Block@get Reported Time Blocks of Selected Week that fall within Day Breaker Times of Current Week(SS)*P*S,"Worker Time Block@get Filter WTBs to Selected Prior Week Based on Time Block Dates(SS)*P*S[rsmb]+PA

Worker Time Block@get Reported Time Blocks of Selected Week that fall within Day Breaker Times of Current Week(SS)*P*S[rsmb]","87$652741,87$652744",Worker Coordinated Time Block@is Target Reported In Time Within Start and End Week Breaker Times(EBE)*P*S[ramb]+???+PA,86$545688,19$138174
Worker Time Block,Worker Time Block@get Reported Time Blocks within Day Breaker Based Week Boundaries(SS)*P*S,"Worker Time Block@get Reported Time Blocks within Day Breaker Based Week Boundaries(SS)*P*S[rsmb]

Worker Time Block@get Reported Time Blocks within Day Breaker Based Week Boundaries(SS)*P*S[rsmb]+PA

Worker Time Block@get Reported Time Blocks within Week Breaker Boundaries(SS)*P*S[rsmb]+PA

Worker Time Block@get Reported Time Blocks within Week Day Breaker Based Boundaries(SS)*P*S[rsmb]+PA","87$652740,87$652742,87$658086,87$658382","Worker Coordinated Time Block@is Time Block Within Start and End Date Day Breaker Times(EBE)*P*S[ramb]+PA

Worker Time Block@is Reported Time(EBE)(public)[ramb]","86$468472,86$185901",19$138175
Worker Time Block,Worker Time Block@get Reported Blocks Filtered for Day Breaker Range | Excluding Deleted(SS)*P*S,"Worker Time Block@get Query Blocks for Worker and Date Range and Filter Down to Reported Blocks within Day Breaker Range | Excluding Deleted(SS)*P*S[rsmb]+PA

Worker Time Block@get Reported Blocks Filtered for Day Breaker Range | Excluding Deleted(SS)*P*S[rsmb]","87$655142,87$655143","Worker Coordinated Time Block@is Time Block Within Start and End Date Day Breaker Times(EBE)*P*S[ramb]+PA

Worker Time@get Time Block Deleted(GA)

Worker Time Block@is Reported Time(EBE)(public)[ramb]","12$11509,86$468472,86$185901",19$138470
Worker Time Block,Worker Time Block@get Reported Time Blocks Excluding Break Blocks within Day Breaker Based Week Boundaries(SS)*P*S,"Worker Time Block@get Reported Time Blocks Excluding Break Blocks within Day Breaker Based Week Boundaries(SS)*P*S[rsmb]

Worker Time Block@get Reported Time Blocks Excluding Break Blocks within Day Breaker Based Week Boundaries(SS)*P*S[rsmb]+PA","87$658087,87$658088","Worker Coordinated Time Block@is Time Block Within Start and End Date Day Breaker Times(EBE)*P*S[ramb]+PA

Worker Time Block@get Is Break Time Block(GA)

Worker Time Block@is Reported Time(EBE)(public)[ramb]","86$468472,12$10778,86$185901",19$138877
Worker Time Block,Worker Time Block@get Worker Time Blocks with Valid Worker(SS)*P*S,"Worker Time Block@get Worker Time Blocks with Valid Worker(SS)*P*S[rsmb]

Worker Time Block@get Worker Time Blocks with Valid Worker(SS)*P*S[rsmb]+PA","87$668130,87$668137",Worker Coordinated Time Block@is Worker for Time Tracking Secure equal Time Block Worker or Empty(EBE)*P*S[ramb]+PA,86$302796,19$140204
Worker Time Block,Worker Time Block@get Worker Time Blocks from Parm Filtered for those Require Comments(SS)*P*S,"Worker Time Block@get Worker Time Blocks being Deleted by '-' Sign also Requires New Comment(SS)*P*S[rsmb]+PA

Worker Time Block@get Worker Time Blocks from Parm Filtered for those Require Comments(SS)*P*S[rsmb]","87$676983,87$676984",Worker Time@is Comment Required(SA)(public)[ramb],86$559793,19$141322
Worker Time Block,Worker Time Block@get Manually Added Blocks(SS)*P*S,"Worker Time Block@get Manually Added Blocks(SS)*P*S[rsmb]

Worker Time Block@get Manually Added Calculated Time Blocks to Save for Adjust Calculated Time(SS)*P*S[rsmb]+PA","87$682018,87$682015",Worker Time Block@is Manually Added(EBE)[ramb],86$138770,19$141861
Worker Time Block,Worker Time Block@get Worker Time Blocks before Date Parm if Hours Only Block Else Reported In Time Before Week Start Time(SS)*P*S,"Worker Time Block@get D_WTBs from Prior CTBC before Start of Current Calc(SS)*P*S[rsmb]+PA

Worker Time Block@get DCTBs from Prior CTBC before Start of Current CTBC(SS)*P*S[rsmb]+PA

Worker Time Block@get Worker Time Blocks before Date Parm if Hours Only Block Else Reported In Time Before Week Start Time(SS)*P*S[rsmb]","87$687303,87$687304,87$687309","Common Boolean@is Date parm gt Time Block Date if No Reported In Time(EBE)*P*S(public)[ramb]+???+PA

Common Date@is Reported In Time LT Week Start Time if Reported Only In/Out Block(EBE)*P*S(public)[ramb]+???+PA","86$574327,86$583529",19$142423
Worker Time Block,Worker Time Block@get Reported Worker Time Blocks within Day Breaker Range(SS)*P*S,"Worker Time Block@get Reported Worker Time Blocks within Day Breaker Range(SS)*P*S[rsmb]

Worker Time Block@get Reported Worker Time Blocks within Day Breaker Range(SS)*P*S[rsmb]+PA","87$696482,87$696487","Worker Time Block@is Reported Time(EBE)(public)[ramb]

Worker Time Block@is Time Block Within Start and End Date Day Breaker Times(EBE)*P[ramb]+PA","86$582125,86$185901",19$143616
Worker Time Block,Worker Time Block@get Calculated Blocks fully within Day Breaker Based Date Range for both In/Out and Hourly Blocks Excluding Deleted and Adjusted(SS)*P*S,"Worker Time Block@get Calculated Blocks fully within Day Breaker Based Date Range for both In/Out and Hourly Blocks Excluding Deleted and Adjusted(SS)*P*S[rsmb]

Worker Time Block@get Calculated Blocks fully within Day Breaker Based Date Range for both In/Out and Hourly Blocks Excluding Deleted and Adjusted(SS)*P*S[rsmb]+PA

Worker Time Block@get Calculated blocks fully within range from DCTBs of this CTBC & Prior CTBCs(SS)*P*S[rsmb]+PA

Worker Time Block@get Calculated blocks fully within range from Derived_WTBs of this CTBC & Prior CTBCs(SS)*P*S[rsmb]+PA","87$688994,87$700660,87$700661,87$688988","Common Boolean@is If Calculated In Time Exists then check if within Day Breaker Based Date Range Else Check if Calculated Date is in Date Range(EC)*P*S(public)[ramb]+PA

Worker Time@get Time Block Deleted(GA)

Worker Time Block@get Worker Time Block.adjusted Worker Time Source(GR)

Worker Time Block@is Calculated Block(EBE)[ramb]","12$11509,207$28822,86$585735,86$185902",19$144231
Worker Time Block,Worker Time Block@get Unapproved Time Blocks for current Pay Period(SS)*P*S,Worker Time Block@get Unapproved Time Blocks for current Pay Period(SS)*P*S[rsmb]+PA,87$701701,"Common Boolean@is Worker Coordinated Time Block in Not Submitted Status(EBE)*P*S(public)[ramb]+PA

Worker Coordinated Time Block@get Time Blocks and Time Offs based on Date Range with Period Support Switch(SSC)*P*S[rsmb]+PA

Worker Time@get Time Block Deleted(GA)

Worker Time Block@get Time Block Approved(GA)","87$506274,12$11509,86$378838,12$10550",19$144356
Worker Time Block,Worker Time Block@is Less than or equal to 24 hours(EBE)*P*S,"Worker Time Block@is Less than or equal to 24 hours(EBE)*P*S[ramb]+???+PA

Worker Time Block@is Less than or equal to 24 hours(EBE)*P*S[ramb]+PA

Worker Time Block@is Less than or equal to 24 hours(EBE)*P*S[ramb]+PA

Worker Time Block@is Less than or equal to 24 hours(EBE)*P*S[ramb]+PA

Worker Time Block@is Less than or equal to 24 hours(EBE)*P*S[ramb]+PA","86$157875,86$551507,86$78519,86$200524,86$551501",,,24$4208
Worker Time Block,Worker Time Block@is Is Accounting Worktag Type Viewable when Entering Time(EBE)*P*S,"Worker Time Block@is Business Unit Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Cost Center Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Custom Org 10 Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Custom Org 1 Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Custom Org 2 Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Custom Org 3 Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Custom Org 4 Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Custom Org 5 Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Custom Org 6 Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Custom Org 7 Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Custom Org 8 Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Custom Org 9 Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Custom Worktag 10 Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Custom Worktag 11 Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Custom Worktag 12 Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Custom Worktag 13 Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Custom Worktag 14 Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Custom Worktag 15 Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Custom Worktag 1 Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Custom Worktag 2 Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Custom Worktag 3 Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Custom Worktag 4 Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Custom Worktag 5 Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Custom Worktag 6 Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Custom Worktag 7 Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Custom Worktag 8 Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Custom Worktag 9 Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Fund Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Gift Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Grant Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Is Accounting Worktag Type Viewable when Entering Time(EBE)*P*S[ramb]

Worker Time Block@is Is Accounting Worktag Type Viewable when Entering Time(EBE)*P*S[ramb]+PA

Worker Time Block@is Job Profile Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Location Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Program Viewable(EBE)*P*S[ramb]+PA

Worker Time Block@is Region Viewable(EBE)*P*S[ramb]+PA","86$134208,86$166720,86$134209,86$166721,86$134210,86$166722,86$196103,86$106831,86$106832,86$106833,86$106834,86$106835,86$106528,86$356642,86$127081,86$134191,86$134192,86$134193,86$134194,86$134195,86$134197,86$134198,86$134200,86$166713,86$134201,86$134202,86$166714,86$134203,86$166715,86$166716,86$134205,86$166717,86$134206,86$166718,86$134207,86$166719","Common Boolean@is Worker for Timesheet eq Processing Worker(EBE)*P*S(public)[ramb]+PA

Time Setup Worktag Joiner@get Hide Accounting Worktag Type from Self Service(GRA)*P*S[ramb]

Time Setup Worktag Joiner@get Time Setup Attribute Joiner of Accounting Worktag Type parm for Time Entry Template or Any Template(SSC)*P*S[rsmb]","86$106408,87$402778,86$106444",24$10452
