In Module,For Class,Method,Instance ID,Descendants,Descendant Methods IDs
Time Core,Worker Time Block,Worker Time Block@get Schedule Blocks limited to Worker parm(IOP)*P*S,2663$26044,,"19$106080,65$13904,19$126310"
Time Core,Worker Coordinated Time Block,Worker Coordinated Time Block@get Keyed Container Entries for WCTBs by Worker for date range parms(IOP)*P*S,2663$26045,"Calendar Container Entry Instance@get Worker Time Blocks & Time Off Entries for Worker and Date Range parms(SS)*P*S[rsmb]

Keyed Container@ All Entries(GSS)[rsmb]

Worker Coordinated Time Block@get Worker for Worker Coordinated Time Block(GRS)*P*S[rsmb]+PA","65$3,65$4260,26$72439,19$94076"
Time Core,Worker Time Block,Worker Time Block@get WTBs in Appropriate Date Range(IOP)*P*S,2663$26124,Worker Coordinated Time Block@is Coordinated Block in Appropriate Date Range(GAS)*P[ramb],"52$24208,66$11035,52$24207"
Time Core,Worker Coordinated Time Block,"Worker Coordinated Time Block@filter Time Off Entries by Status, Type and Date Range(IOP)*P*S",2663$26153,Common Date@is Worker Coordinated Time Block Date within Start Date and End Date(EBE)*P*S(public)[ramb]+PA,"52$13137,66$4738,19$99570,24$22,52$9630,52$9631"
Time Core,Time Tracking API Parameter (Derived),Time Tracking API Parameter (Derived)@get Time Tracking API | Parameter Builder Based on Element(IOP)*P*S,2663$26246,"Common Date@get End Date | Day Breaker Time(GAS)*P*S(public)[ramb]+PA

Common Date@get Start Date | Day Breaker Time(GAS)*P*S(public)[ramb]+PA

Element Content Work Data@get Calculated End Date from Time Tracking Data Gathering Element(GRA)*P*S(public)[ramb]+PA

Element Content Work Data@get Calculated Start Date from Time Tracking Data Gathering Element(GRA)*P*S(public)[ramb]+PA

Element Content Work Data@get End Date from Time Tracking Gathering Element(GRA)*P*S(public)[ramb]+PA

Element Content Work Data@get Period End Date from Time Tracking Data Gathering Element(GRA)*P*S(public)[ramb]+PA

Element Content Work Data@get Period Start Date from Time Tracking Data Gathering Element(GRA)*P*S(public)[ramb]+PA

Element Content Work Data@get Start Date from Time Tracking Gathering Element(GRA)*P*S(public)[ramb]+PA

Element Content Work Data@get User Given Date from Time Tracking Gathering Element(GRA)*P*S(public)[ramb]+PA+TG

Element Content Work Data@get Week End Date from Time Tracking Data Gathering Element(GRA)*P*S(public)[ramb]+PA

Element Content Work Data@get Week Start Date from Time Tracking Data Gathering Element(GRA)*P*S(public)[ramb]+PA

Overtime Calculation@get Biweekly Overtime Calculations from Set(SS)*P*S[rsmb]+PA

Time Entry Template@get Default (Active) Time Code for Time Entry Template parm(GRS)*P*S[rsmb]+PA

Time Tracking API Parameter (Derived)@get Extended End Date for Adjacent Weeks Calculations(SA)*P*S[ramb]

Time Tracking API Parameter (Derived)@get Extend Start Date if Adv Shift Date or Rolling 24 Hour is enabled(SAC)*P*S[ramb]

Time Tracking API Parameter (Derived)@get Schedule Blocks Both Adhoc and Calendar(IOP)*P*S[rsmb]

Time Tracking API Parameter (Derived)@get TETO Week from Time Tracking Gathering Element(IOP)*P*S[rsmb]

Time Tracking API Parameter (Derived)@get Time calculations from Time Tracking Calendar Data Gathering(IOP)*P*S[rsmb]

Time Tracking API Parameter (Derived)@get Time Entry Template  from Time Tracking Calendar Data Gathering(IOP)*P*S[rsmb]

Time Tracking API Parameter (Derived)@get Time Off Entries for Period from Time Tracking Gathering Element(IOP)*P*S[rsmb]

Time Tracking API Parameter (Derived)@get Time Week Adjusted or Cleared from Time Tracking Calendar Data Gathering(IOP)*P*S[rsmb]+???

Time Tracking API Parameter (Derived)@get TOTO Week from Time Tracking Gathering Element(IOP)*P*S[rsmb]

Time Tracking API Parameter (Derived)@get User Overtime Request Blocks from Time Tracking Calendar Data Gathering(IOP)*P*S[rsmb]

Time Tracking API Parameter (Derived)@get Weekly Time Entry Template from Time Tracking Calendar Data Gathering(IOP)*P*S[rsmb]

Time Tracking API Parameter (Derived)@get Worker from Time Tracking Calendar Data Gathering(IOP)*P*S[rsmb]

Time Tracking API Parameter (Derived)@get Work Sch Calendar from Time Tracking Calendar Data Gathering(IOP)*P*S[rsmb]

Worker Time Block@filter Worker Time Block Selections >> Reported Time Blocks(SS)*P*S[rsmb]

Worker Time Block@get Calculated ONLY Time Blocks from Worker Time Blocks Selections(SS)*P*S[rsmb]

Worker Time Block@get Time Blocks from Period filtered for Advanced Shift Calculations | Excluding Deleted(SS)*P*S[rsmb]+PA

Worker Time Block@get Time Blocks from Period filtered for Calculations Day Breaker Range | Excluding Deleted(SS)*P*S[rsmb]

Work Schedule Calendar@get Day Breaker Divider for Work Schedule Calendar parm or Current and Previous(SS)*P*S[rsmb]

Work Schedule Calendar@get Day Breaker for Work Schedule Calendar parm or Midnight(SS)*P*S[rsmb]

Work Schedule Calendar@get Day of the Week either Sunday or from parm(SS)*P*S[rsmb]+PA","66$3,52$25477,52$25479,2663$26247,13038$4746,2663$27019,2663$27020,2663$27796,2663$27028,2663$27029,2663$27030,2663$27031,92$24,92$25,19$50969,2663$27034,19$50971,30$28,66$1438,66$37,13038$4133,19$91431,92$680,92$681,18$25643,13038$3756,66$4396,2663$29106,2663$27571,40$46390,19$96822,2663$27575,2663$27576,2663$27577,2663$27578,2663$27579,2663$27580,52$11709,13038$1602,52$28359,18$87372,18$87373,2663$52178,2663$41043,52$27095,2663$69464,19$94683,19$94684,2663$25950,92$222,2663$85855,19$90467,92$229,92$358,19$90342,18$65127,26$93800,52$10733,19$51314,13038$10999,18$50681,26$40699,26$31999"
Time Core,Time Tracking API Parameter (Derived),Time Tracking API Parameter (Derived)@get Calculated Start Date from Time Tracking Gathering Element(IOP)*P*S,2663$26247,,
Time Core,Time Tracking API Parameter (Derived),Time Tracking API Parameter (Derived)@get Time Tracking API | Parameter Builder Single Calc Period(IOP)*P*S,2663$26542,"Common Date@calculate End Date PLUS 7 Days(CD)*P*S(public)[ramb]+???+PA

Common Date@calculate Start Date MINUS 7 Days(CD)*P*S(public)[ramb]+???+PA

Common Date@get End Date | Day Breaker Time(GAS)*P*S(public)[ramb]+PA

Common Date@get End Date Adjusted Down if Current | Previous(SA)*P*S(public)[ramb]+PA

Common Date@get Start Date | Day Breaker Time(GAS)*P*S(public)[ramb]+PA

Common Date@get Start Date Adjusted Up If Current From Next(SA)*P*S(public)[ramb]+PA

Common Date@get System Current Moment(GAS)*S(public)[ramb]

Overtime Calculation@get Biweekly Overtime Calculations from Set(SS)*P*S[rsmb]+???+PA

Schedule Shift (Behavior)@get Shifts for Start/End Date range extended for Adv Shift Adjacent Weeks(SS)*P*S(public)[rsmb]+PA

Time Calculation (Audited)@get Time Calculations to Process API(SS)*P*S[rsmb]

Time Calculation Period@get Time Calculation Period Biweekly(GSI)*S[rsmb]+???

Time Entry Template@get Default (Active) Time Code for Time Entry Template parm(GRS)*P*S[rsmb]

Time Entry Template@get Template for Date Range any way you can(SSC)*P*S[rsmb]+PA

Time Off Entry@get Original Time Off Entries Not Submitted, Submitted, Sent Back, and Approved and their Adjustments(SS)*P*S[rsmb]+PA

Time Off Entry@get TETOs filters to Calculated Date Range(SS)*P*S(public)[rsmb]+PA

Time Off Entry@get TOTOs filtered to calculated Date Range(SS)*P*S(public)[rsmb]+PA

Time Review Event@get Calculated End Date API(SAC)*P*S[ramb]+PA

Time Review Event@get Calculated Start Date API(SAC)*P*S[ramb]+PA

Time Tracking API Parameter (Derived)@get Extended End Date for Adjacent Weeks Calculations(SA)*P*S[ramb]

Time Tracking API Parameter (Derived)@get Extend Start Date if Adv Shift Date or Rolling 24 Hour is enabled(SAC)*P*S[ramb]

User Overtime Request Block@get Approved and Not Deleted User Overtime Request Blocks for Workers in Date Range(SS)*P*S[rsmb]+PA

Worker Coordinated Time Block@filter Time Off Entries Filtered to Reported Week Date Range(SS)*P*S[rsmb]+PA

Worker Time Block@filter Worker Time Block Selections >> Reported Time Blocks(SS)*P*S[rsmb]

Worker Time Block@get Calculated ONLY Time Blocks from Worker Time Blocks Selections(SS)*P*S[rsmb]

Worker Time Block@get Time Blocks from Period filtered for Advanced Shift Calculations | Excluding Deleted(SS)*P*S[rsmb]+PA

Worker Time Week (Derived)@get Cleared or Adjusted Weeks(SS)*P*S[rsmb]+???+PA

Work Schedule Calendar@calculate Week Number in Biweekly Calculation Period(CN)*P*S[ramb]+???+PA

Work Schedule Calendar@get Day Breaker Divider for Work Schedule Calendar parm or Current and Previous(SS)*P*S[rsmb]

Work Schedule Calendar@get Day Breaker for Work Schedule Calendar parm or Midnight(SS)*P*S[rsmb]

Work Schedule Calendar@get Day of the Week either Sunday or from parm(SS)*P*S[rsmb]+PA

Work Schedule Calendar@get Time Tracking Start Date API based on User Given Date(SA)*P*S(public)[ramb]+PA

Work Schedule Calendar@get Time Tracking Week End Date API(SA)*P*S(public)[ramb]+PA

Work Schedule Calendar@get Time Tracking Work Schedule Calendar for Worker(GRS)*P*S(public)[rsmb]+PA","24$257,66$3,40$24452,19$128389,52$25477,19$125701,19$95750,66$7,92$263,52$25479,13038$4746,19$91153,19$94994,18$50711,92$24,19$50969,92$25,19$50971,30$28,94$8093,66$1438,40$25508,13038$4133,66$37,19$91431,92$680,92$681,66$4396,13038$3756,40$12078,40$12084,19$96822,40$46390,52$11709,19$40896,2663$5057,40$16065,13038$1602,19$115527,52$28359,13039$2760,13038$713,13038$714,18$87372,18$87373,19$91470,2663$52178,19$95829,52$8917,26$39510,52$27095,19$94683,52$14171,19$94684,19$94685,40$6494,92$222,2663$25950,52$10081,92$353,24$29665,19$7778,19$90467,92$229,19$90342,92$358,24$11624,40$11240,26$93800,40$11241,19$32106,19$94570,30$108,52$10733,30$366,19$51314,26$98675,52$9204,13038$10999,35$4729,19$130809,26$40699,19$87805,40$23805,40$23806,26$31999"
Time Core,Time Tracking API Parameter (Derived),Time Tracking API Parameter (Derived)@get Calculated End Date from Time Tracking Gathering Element(IOP)*P*S,2663$27019,,
Time Core,Time Tracking API Parameter (Derived),Time Tracking API Parameter (Derived)@get Schedule Blocks Both Adhoc and Calendar(IOP)*P*S,2663$27020,Element Instance@get Schedule Blocks from Schedule Block Gathering Data Element(IOP)[rsmb],2663$31042
Time Core,Time Tracking API Parameter (Derived),Time Tracking API Parameter (Derived)@get Worker from Time Tracking Calendar Data Gathering(IOP)*P*S,2663$27028,Element Content Work Data@get Element Content Work Data holds Instance(SS)(public)[rsmb],19$92990
Time Core,Time Tracking API Parameter (Derived),Time Tracking API Parameter (Derived)@get Work Sch Calendar from Time Tracking Calendar Data Gathering(IOP)*P*S,2663$27029,Element Content Work Data@get Element Content Work Data holds Instance(SS)(public)[rsmb],19$92990
Time Core,Time Tracking API Parameter (Derived),Time Tracking API Parameter (Derived)@get TETO Week from Time Tracking Gathering Element(IOP)*P*S,2663$27030,Element Content Work Data@get Element Content Work Data holds Instance(SS)(public)[rsmb],19$92990
Time Core,Time Tracking API Parameter (Derived),Time Tracking API Parameter (Derived)@get Time calculations from Time Tracking Calendar Data Gathering(IOP)*P*S,2663$27031,Element Content Work Data@get Element Content Work Data holds Instance(SS)(public)[rsmb],19$92990
Time Core,Time Tracking API Parameter (Derived),Time Tracking API Parameter (Derived)@get Time Entry Template  from Time Tracking Calendar Data Gathering(IOP)*P*S,2663$27034,Element Content Work Data@get Element Content Work Data holds Instance(SS)(public)[rsmb],19$92990
Time Core,Derived_WTB,Derived_WTB@get Derived Time Block from HOURS / UNITS Block(IOP)*P*S,2663$27397,Worker Time Block@get Derived Block from HOURS / UNITS Block(IOP)*P[rsmb]+PA,"12$12320,12$8896,12$12321,52$10114,24$1795,2663$27399,26$34856,18$59113,18$59114,18$59115,66$6587,12$8895"
Time Core,Worker Time Block,Worker Time Block@get Derived Block(s) from IN and OUT Block(IOP)*P*S,2663$27398,"Worker Time Block@get Current From NEXT | Block NOT spanning(IOP)*P[rsmb]+???+PA

Worker Time Block@get Current From NEXT | Spanning - Left Side(IOP)*P[rsmb]+???+PA

Worker Time Block@get Current From NEXT | Spanning - Right Side(IOP)*P[rsmb]+???+PA

Worker Time Block@get Current From PREVIOUS | NOT Spanning(IOP)*P[rsmb]+???+PA

Worker Time Block@get Current From PREVIOUS | Spanning - Left Side(IOP)*P[rsmb]+???+PA

Worker Time Block@get Current From PREVIOUS | Spanning - Right Side(IOP)*P[rsmb]+???+PA

Worker Time Block@get Day Breaker DateTime for worker(SA)*P[ramb]+???

Worker Time Block@is Reported Times span Day Breaker(EC)*P[ramb]+???","12$8896,52$10114,24$1795,52$10115,2663$27399,13038$2505,13038$2506,52$11466,13038$2507,94$8076,52$11468,13038$2508,92$24,92$25,94$8030,12$12320,12$12321,207$17572,26$34856,18$59113,13039$4906,18$59114,18$59115,52$10094,13038$3379,66$4857,66$6587,12$8895"
Time Core,Worker Time Block,Worker Time Block@get Derived Time Block from Worker Time Block(IOP)*P,2663$27399,"Common Boolean@get False(GAS)*S(public)[ramb]

Common Date@calculate Time Block Week Number(CN)*P*S(public)[ramb]+???+PA

Flat Taggable@get Flat Taggable.tagged by Business Unit(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Cost Center(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 01(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 02(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 03(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 04(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 05(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 06(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 07(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 08(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 09(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 10(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 11(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 12(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 13(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 14(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 15(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Fund(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Gift(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Grant(GR)(public)

Flat Taggable@get Flat Taggable.tagged by index 01 Custom Organization(GR)(public)

Flat Taggable@get Flat Taggable.tagged by index 02 Custom Organization(GR)(public)

Flat Taggable@get Flat Taggable.tagged by index 03 Custom Organization(GR)(public)

Flat Taggable@get Flat Taggable.tagged by index 04 Custom Organization(GR)(public)

Flat Taggable@get Flat Taggable.tagged by index 05 Custom Organization(GR)(public)

Flat Taggable@get Flat Taggable.tagged by index 06 Custom Organization(GR)(public)

Flat Taggable@get Flat Taggable.tagged by index 07 Custom Organization(GR)(public)

Flat Taggable@get Flat Taggable.tagged by index 08 Custom Organization(GR)(public)

Flat Taggable@get Flat Taggable.tagged by index 09 Custom Organization(GR)(public)

Flat Taggable@get Flat Taggable.tagged by index 10 Custom Organization(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Job Profile(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Location(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Program(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Region(GR)(public)

Instance@get This Instance(GSS)(public)[rsmb]

Time Tracking Taggable@get Time Tracking Taggable.reported Currency(GR)[rsmb]+???

Time Tracking Taggable@get WTB Override Rate(GA)[ramb]+???

Worker Time@get Comment(SA)[ramb]

Worker Time@get Time Entry Code(GR)

Worker Time@get Worker Time.for Employment(GR)

Worker Time@get Worker Time.for Worker(GR)

Worker Time@get Worker Time.has billing recommendation Time Tracking Set Up Option(GR)

Worker Time@get Worker Time.has Project Resource Plan Detail(GR)[rsmb]

Worker Time@get Worker Time.has time type Project(GR)

Worker Time@get Worker Time.has time type Project Plan Task(GR)

Worker Time@get Worker Time.has Worker Document(GR)

Worker Time@get Worker Time.has Worker Time Source(GR)

Worker Time@get Worker Time.out type Time Punch Type(GR)

Worker Time Block@get Is Break Time Block(GA)

Worker Time Block@get Time Block Reported Time In(GRA)*P*S[ramb]+???+PA

Worker Time Block@get Time Block Reported Time Out(GRA)*P*S[ramb]+???+PA","65$3,207$17924,207$17925,207$18705,207$17938,12$10778,2663$34589,18$28189,66$37,13039$4906,207$43829,207$17987,207$17988,12$19524,207$17989,207$17990,18$59206,207$17991,207$17992,207$17993,207$17994,207$17995,207$17996,52$29266,207$24171,207$20588,207$24172,207$24173,207$23405,207$24174,207$24175,207$24176,207$24177,207$24178,207$24179,2663$37235,2663$37236,207$24180,2663$37237,2663$37238,207$26758,207$18322,207$18323,2663$37012,207$18325,207$28821,2663$37013,2663$37014,2663$37015,2663$37016,2663$37017,2663$37018,2663$37019,2663$37020,2663$37021,2663$37022,2663$37023,2663$37024,2663$37025,2663$37026,2663$37027,207$17571,2663$37028,207$17572,2663$37029,207$31397,207$17573,2663$37030,2663$37031,52$9384,2663$37032,2663$37033,2663$37034,2663$37035,2663$37036,2663$37037,2663$37038,2663$37039,2663$37040,2663$37041,2663$37042,2663$37043,2663$37044,2663$37045,2663$37046,2663$37047,2663$37048,2663$37049,35$4800,18$30684,207$16866,12$13032,18$59112,207$17904,207$17905,207$17906,207$17907,207$17908,207$17909,207$17916,207$38399"
Time Core,Worker Time Block,Worker Time Block@build Derived Time Block from Block in Context(IOP)*P,2663$27400,"Billable Transaction@get Billable Transaction.has override Document Status(GR)(public)

Common Boolean@is Override Rate from Calc flag from parm or Time Block(EC)*P*S(public)[ramb]+PA

Common Instance Set@get Already Reused Blocks +  Block Reused By This Block(SS)*P*S(public)[rsmb]+PA

Common Instance Set@get Currency from parm or copy over from time block(SS)*P*S(public)[rsmb]+PA

Common Instance Set@get Empty Set(GSS)*S(public)[rsmb]

Common Instance Set@get Set A - B(SS)*P*S(public)[rsmb]+PA

Common Text@get Alternate Display ID if available else get default display ID(BA)*P*S(public)[ramb]+PA

Flat Taggable@get Flat Taggable.tagged by Business Unit(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Cost Center(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 01(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 02(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 03(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 04(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 05(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 06(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 07(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 08(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 09(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 10(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 11(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 12(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 13(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 14(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 15(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Fund(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Gift(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Grant(GR)(public)

Flat Taggable@get Flat Taggable.tagged by index 01 Custom Organization(GR)(public)

Flat Taggable@get Flat Taggable.tagged by index 02 Custom Organization(GR)(public)

Flat Taggable@get Flat Taggable.tagged by index 03 Custom Organization(GR)(public)

Flat Taggable@get Flat Taggable.tagged by index 04 Custom Organization(GR)(public)

Flat Taggable@get Flat Taggable.tagged by index 05 Custom Organization(GR)(public)

Flat Taggable@get Flat Taggable.tagged by index 06 Custom Organization(GR)(public)

Flat Taggable@get Flat Taggable.tagged by index 07 Custom Organization(GR)(public)

Flat Taggable@get Flat Taggable.tagged by index 08 Custom Organization(GR)(public)

Flat Taggable@get Flat Taggable.tagged by index 09 Custom Organization(GR)(public)

Flat Taggable@get Flat Taggable.tagged by index 10 Custom Organization(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Job Profile(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Location(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Payroll Local City Authority(GR)(public)[rsmb]

Flat Taggable@get Flat Taggable.tagged by Payroll Local County Authority(GR)(public)[rsmb]

Flat Taggable@get Flat Taggable.tagged by Payroll Other Authority(GR)[rsmb]

Flat Taggable@get Flat Taggable.tagged by Payroll State Authority(GR)(public)[rsmb]

Flat Taggable@get Flat Taggable.tagged by Program(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Region(GR)(public)

Worker Coordinated Time Block@get Time Block Reported Time In(GA)[ramb]+???

Worker Coordinated Time Block@get Time Block Reported Time Out(GA)[ramb]+???

Worker Time@get Comment(SA)[ramb]+TG

Worker Time@get Comment from Event Conditionally(SAC)*P[ramb]

Worker Time@get Time Block Date(GA)

Worker Time@get Time Block Deleted(GA)

Worker Time@get Worker Time.for Employment(GR)

Worker Time@get Worker Time.for Worker(GR)

Worker Time@get Worker Time.has billing recommendation Time Tracking Set Up Option(GR)

Worker Time@get Worker Time.has Project Resource Plan Detail(GR)[rsmb]

Worker Time@get Worker Time.has time type Project(GR)

Worker Time@get Worker Time.has time type Project Plan Task(GR)

Worker Time@get Worker Time.has Worker Document(GR)

Worker Time@get Worker Time.out type Time Punch Type(GR)

Worker Time Block@get Is Break Time Block(GA)

Worker Time Block@get Project Currency from Worker Time Block(GRS)(public)[rsmb]

Worker Time Block@get Start Time Of Originating Shift(GA)

Worker Time Block@get Time Block is Schedule Hours(GAS)[ramb]

Worker Time Block@get Time Block is Time Off(GAS)[ramb]

Worker Time Block@get Time Block Shift Date(GA)[ramb]

Worker Time Block@get Time Block Standard Cost in Project Currency(GA)

Worker Time Block@get Worker Time Block.originates from Worker Time Block(GR)

Worker Time Block@get Worker Time Block.uses Time Clock Event(GR)

Worker Time Block@ Time Off (All)(GSS)[rsmb]","207$68354,207$17924,207$17925,207$17929,207$17930,207$17932,12$7439,207$18705,207$17938,65$20,12$10778,2663$34589,12$12320,12$12321,12$11309,18$90414,207$43829,52$10553,94$13882,52$10554,207$17987,12$19524,207$17988,207$17989,18$59206,207$17990,207$17991,18$82503,207$17992,207$17993,207$17994,207$17995,207$17996,26$34895,52$29266,12$28762,19$7778,65$5732,19$50539,207$24171,207$24172,207$20588,207$23405,207$24173,207$24174,207$24175,207$24176,207$24177,207$24178,207$24179,2663$37235,207$24180,2663$37237,2663$37238,30$17528,207$26758,2663$37009,207$18322,207$18323,2663$37012,2663$37013,207$18325,2663$37014,207$23446,2663$37015,2663$37016,2663$37017,2663$37018,2663$37019,2663$37020,2663$37021,2663$37022,2663$37023,2663$37024,2663$37025,19$73634,2663$37026,2663$37027,207$17571,2663$37028,2663$37029,207$17573,207$31397,2663$37030,2663$37031,2663$37032,52$9384,2663$37033,2663$37034,2663$37035,2663$37036,207$13228,2663$37037,2663$37038,2663$37039,2663$37040,2663$37041,2663$37042,2663$37043,2663$37044,2663$37045,2663$37046,2663$37047,2663$37048,2663$37049,207$17594,26$34747,12$26816,12$8896,19$460,66$5069,18$2509,66$5070,26$77263,12$7379,207$16866,12$31971,18$59112,207$18920,18$59114,18$59115,207$17904,207$17905,207$17906,207$17907,13038$11508,207$17908,207$17909,12$11509,207$17916,207$38399"
Time Core,Worker Time Block,Worker Time Block@get Billable Worker Time Block for Billable Project(IOP)*P*S(public)(RETRACTED),2663$27432,,
Time Core,Time Tracking API Parameter (Derived),Time Tracking API Parameter (Derived)@get TOTO Week from Time Tracking Gathering Element(IOP)*P*S,2663$27571,Element Content Work Data@get Element Content Work Data holds Instance(SS)(public)[rsmb],19$92990
Time Core,Time Tracking API Parameter (Derived),Time Tracking API Parameter (Derived)@get Start Date from Time Tracking Gathering Element(IOP)*P*S,2663$27575,,
Time Core,Time Tracking API Parameter (Derived),Time Tracking API Parameter (Derived)@get End Date from Time Tracking Gathering Element(IOP)*P*S,2663$27576,,
Time Core,Time Tracking API Parameter (Derived),Time Tracking API Parameter (Derived)@get Period End Date from Time Tracking Gathering Element(IOP)*P*S,2663$27577,,
Time Core,Time Tracking API Parameter (Derived),Time Tracking API Parameter (Derived)@get Period Start Date from Time Tracking Gathering Element(IOP)*P*S,2663$27578,,
Time Core,Time Tracking API Parameter (Derived),Time Tracking API Parameter (Derived)@get Week Start Date from Time Tracking Gathering Element(IOP)*P*S,2663$27579,,
Time Core,Time Tracking API Parameter (Derived),Time Tracking API Parameter (Derived)@get Week End Date from Time Tracking Gathering Element(IOP)*P*S,2663$27580,,
Time Core,Worker Time Block,"Worker Time Block@query Blocks for Workers, Time Block Date Range, and Status - Optionally Exclude Deleted(IOP)*P*S",2663$27722,,
Time Core,Time Entry Grid Grouping,Time Entry Grid Grouping@get Create Time Entry Grid Grouping for Week(IOP)*P*S,2663$27774,"Common Boolean@get True if block in grouping is Locked Billable Transaction(GAS)*S(public)[ramb]+???

Common Boolean@get Worker Coordinated Time Block Not Billable(GAS)*S(public)[ramb]+???

Instance@get This Unsplit Time Entry Grid Grouping(GSS)(public)[rsmb]+???

Time Entry Grid Grouping@get Split Time Entry Grid Grouping(IOP)*P*S[rsmb]+???+PA

Worker Coordinated Time Block@get Billing Recommendation Time Tracking Set Up Option(GSS)[rsmb]

Worker Coordinated Time Block@get Position for Worker Coordinated Time Block parm(GRS)*P*S[rsmb]+PA

Worker Coordinated Time Block@get Position for Worker Coordinated Time Block parm(GRS)*P*S[rsmb]+PA

Worker Coordinated Time Block@get Time Type for Worker Coordinated Time Block parm(GRS)*P*S[rsmb]+PA

Worker Coordinated Time Block@get Worker Coordinated Time Block Reported Quantity(GAS)[ramb]

Worker Coordinated Time Block@get Worker Coordinated Time Blocks filtered by Start Date(IOP)*P*S[rsmb]+???+PA

Worker Coordinated Time Block@get Worker Coordinated Time Blocks filtered by Start Date + 1 day(IOP)*P*S[rsmb]+PA

Worker Coordinated Time Block@get Worker Coordinated Time Blocks filtered by Start Date + 2 days(IOP)*P*S[rsmb]+PA

Worker Coordinated Time Block@get Worker Coordinated Time Blocks filtered by Start Date + 3 days(IOP)*P*S[rsmb]+PA

Worker Coordinated Time Block@get Worker Coordinated Time Blocks filtered by Start Date + 4 days(IOP)*P*S[rsmb]+PA

Worker Coordinated Time Block@get Worker Coordinated Time Blocks filtered by Start Date + 5 days(IOP)*P*S[rsmb]+PA

Worker Coordinated Time Block@get Worker Coordinated Time Blocks filtered by Start Date + 6 days(IOP)*P*S[rsmb]+PA

Worker Coordinated Time Block@get Worker Coordinated Time Blocks filtered by Start Date + 7 days(IOP)*P*S[rsmb]+???+PA

Worker Coordinated Time Block@ Time Type for Worker Coordinated Time Block(GSS)[rsmb]

Worker Coordinated Time Block@ Worker Coordinated Time Tag(GSS)[rsmb]

Worker Time@get Project Role for Worker Time instance(GRS)*P*S[rsmb]+PA

Worker Time@get Project Role for Worker Time instance(GRS)*P*S[rsmb]+PA

Worker Time Block@is Billable Transaction Locked from Modification(GRA)*P*S[ramb]+PA","26$109248,26$74176,24$257,26$74177,26$75969,30$130,66$3,65$3,207$12486,2663$82247,2663$27793,66$9426,65$20,19$126805,26$51672,91$2586,30$28,19$96094,92$222,19$126366,65$5150,65$5151,19$56991,19$7778,26$119653,40$11241,65$10026,19$67499,30$363,30$108,18$620,30$364,30$365,13038$1134,30$366,19$56753,52$20915,26$118709,18$76278,2663$27775"
